chapix_dev,verseix_dev,stanza1_dev,stanza2_dev,speaker_dev,chapix_itrans,verseix_itrans,stanza1_itrans,stanza2_itrans,stanza1_slp1,stanza2_slp1
 १०,३८,दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम्,मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम्,श्रीभगवानुवाच,10,38,daNDo damayatAmasmi nItirasmi jigIShatAm,maunaM chaivAsmi guhyAnAM j~nAnaM j~nAnavatAmaham,daRqo damayatAmasmi nItirasmi jigIzatAm,mOnaM cEvAsmi guhyAnAM jYAnaM jYAnavatAmaham
 १०,३९,यच्चापि सर्वभूतानां बीजं तदहमर्जुन,न तदस्ति विना यत्स्यान्मया भूतं चराचरम्,श्रीभगवानुवाच,10,39,yachchApi sarvabhUtAnAM bIjaM tadahamarjuna,na tadasti vinA yatsyAnmayA bhUtaM charAcharam,yaccApi sarvaBUtAnAM bIjaM tadahamarjuna,na tadasti vinA yatsyAnmayA BUtaM carAcaram
 १०,४०,नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप,एष तूद्देशतः प्रोक्तो विभूतेर्विस्तरो मया,श्रीभगवानुवाच,10,40,nAnto.asti mama divyAnAM vibhUtInAM parantapa,eSha tUddeshataH prokto vibhUtervistaro mayA,nAnto'sti mama divyAnAM viBUtInAM parantapa,eza tUddeSataH prokto viBUtervistaro mayA
 १०,४१,यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा,तत्तदेवावगच्छ त्वं मम तेजोंऽशसम्भवम्,श्रीभगवानुवाच,10,41,yadyadvibhUtimatsattvaM shrImadUrjitameva vA,tattadevAvagachCha tvaM mama tejoM.ashasambhavam,yadyadviBUtimatsattvaM SrImadUrjitameva vA,tattadevAvagacCa tvaM mama tejoM'SasamBavam
 १०,४२,अथवा बहुनैतेन किं ज्ञातेन तवार्जुन,विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत्,श्रीभगवानुवाच,10,42,athavA bahunaitena kiM j~nAtena tavArjuna,viShTabhyAhamidaM kRRitsnamekAMshena sthito jagat,aTavA bahunEtena kiM jYAtena tavArjuna,vizwaByAhamidaM kftsnamekAMSena sTito jagat
 ११,१,मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम्,यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम,अर्जुन उवाच,11,1,madanugrahAya paramaM guhyamadhyAtmasaMj~nitam,yattvayoktaM vachastena moho.ayaM vigato mama,madanugrahAya paramaM guhyamaDyAtmasaMjYitam,yattvayoktaM vacastena moho'yaM vigato mama
 ११,२,भवाप्ययौ हि भूतानां श्रुतौ विस्तरशो मया,त्वत्तः कमलपत्राक्ष माहात्म्यमपि चाव्ययम्,अर्जुन उवाच,11,2,bhavApyayau hi bhUtAnAM shrutau vistarasho mayA,tvattaH kamalapatrAkSha mAhAtmyamapi chAvyayam,BavApyayO hi BUtAnAM SrutO vistaraSo mayA,tvattaH kamalapatrAkza mAhAtmyamapi cAvyayam
 ११,३,एवमेतद्यथात्थ त्वमात्मानं परमेश्वर,द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम,अर्जुन उवाच,11,3,evametadyathAttha tvamAtmAnaM parameshvara,draShTumichChAmi te rUpamaishvaraM puruShottama,evametadyaTAtTa tvamAtmAnaM parameSvara,drazwumicCAmi te rUpamESvaraM puruzottama
 ११,४,मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो,योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम्,अर्जुन उवाच,11,4,manyase yadi tachChakyaM mayA draShTumiti prabho,yogeshvara tato me tvaM darshayAtmAnamavyayam,manyase yadi tacCakyaM mayA drazwumiti praBo,yogeSvara tato me tvaM darSayAtmAnamavyayam
 ११,५,पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः,नानाविधानि दिव्यानि नानावर्णाकृतीनि च,श्रीभगवानुवाच,11,5,pashya me pArtha rUpANi shatasho.atha sahasrashaH,nAnAvidhAni divyAni nAnAvarNAkRRitIni cha,paSya me pArTa rUpARi SataSo'Ta sahasraSaH,nAnAviDAni divyAni nAnAvarRAkftIni ca
 ११,६,पश्यादित्यान्वसून्रुद्रानश्विनौ मरुतस्तथा,बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत,श्रीभगवानुवाच,11,6,pashyAdityAnvasUnrudrAnashvinau marutastathA,bahUnyadRRiShTapUrvANi pashyAshcharyANi bhArata,paSyAdityAnvasUnrudrAnaSvinO marutastaTA,bahUnyadfzwapUrvARi paSyAScaryARi BArata
 ११,७,इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम्,मम देहे गुडाकेश यच्चान्यद् द्रष्टुमिच्छसि,श्रीभगवानुवाच,11,7,ihaikasthaM jagatkRRitsnaM pashyAdya sacharAcharam,mama dehe guDAkesha yachchAnyad draShTumichChasi,ihEkasTaM jagatkftsnaM paSyAdya sacarAcaram,mama dehe guqAkeSa yaccAnyad drazwumicCasi
 ११,८,न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा,दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम्,श्रीभगवानुवाच,11,8,na tu mAM shakyase draShTumanenaiva svachakShuShA,divyaM dadAmi te chakShuH pashya me yogamaishvaram,na tu mAM Sakyase drazwumanenEva svacakzuzA,divyaM dadAmi te cakzuH paSya me yogamESvaram
 ११,९,एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः,दर्शयामास पार्थाय परमं रूपमैश्वरम्,सञ्जय उवाच,11,9,evamuktvA tato rAjanmahAyogeshvaro hariH,darshayAmAsa pArthAya paramaM rUpamaishvaram,evamuktvA tato rAjanmahAyogeSvaro hariH,darSayAmAsa pArTAya paramaM rUpamESvaram
 ११,१०,अनेकवक्त्रनयनमनेकाद्भुतदर्शनम्,अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम्,सञ्जय उवाच,11,10,anekavaktranayanamanekAdbhutadarshanam,anekadivyAbharaNaM divyAnekodyatAyudham,anekavaktranayanamanekAdButadarSanam,anekadivyABaraRaM divyAnekodyatAyuDam
 ११,११,दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम्,सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम्,सञ्जय उवाच,11,11,divyamAlyAmbaradharaM divyagandhAnulepanam,sarvAshcharyamayaM devamanantaM vishvatomukham,divyamAlyAmbaraDaraM divyaganDAnulepanam,sarvAScaryamayaM devamanantaM viSvatomuKam
 ११,१२,दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता,यदि भाः सदृशी सा स्याद्भासस्तस्य महात्मनः,सञ्जय उवाच,11,12,divi sUryasahasrasya bhavedyugapadutthitA,yadi bhAH sadRRishI sA syAdbhAsastasya mahAtmanaH,divi sUryasahasrasya BavedyugapadutTitA,yadi BAH sadfSI sA syAdBAsastasya mahAtmanaH
 ११,१३,तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा,अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा,सञ्जय उवाच,11,13,tatraikasthaM jagatkRRitsnaM pravibhaktamanekadhA,apashyaddevadevasya sharIre pANDavastadA,tatrEkasTaM jagatkftsnaM praviBaktamanekaDA,apaSyaddevadevasya SarIre pARqavastadA
 ११,१४,ततः स विस्मयाविष्टो हृष्टरोमा धनञ्जयः,प्रणम्य शिरसा देवं कृताञ्जलिरभाषत,सञ्जय उवाच,11,14,tataH sa vismayAviShTo hRRiShTaromA dhana~njayaH,praNamya shirasA devaM kRRitA~njalirabhAShata,tataH sa vismayAvizwo hfzwaromA DanaYjayaH,praRamya SirasA devaM kftAYjaliraBAzata
 ११,१५,पश्यामि देवांस्तव देव देहे सर्वांस्तथा भूतविशेषसङ्घान्,ब्रह्माणमीशं कमलासनस्थमृषींश्च सर्वानुरगांश्च दिव्यान्,अर्जुन उवाच,11,15,pashyAmi devAMstava deva dehe sarvAMstathA bhUtavisheShasa~NghAn,brahmANamIshaM kamalAsanasthamRRiShIMshcha sarvAnuragAMshcha divyAn,paSyAmi devAMstava deva dehe sarvAMstaTA BUtaviSezasaNGAn,brahmARamISaM kamalAsanasTamfzIMSca sarvAnuragAMSca divyAn
 ११,१६,अनेकबाहूदरवक्त्रनेत्रं पश्यामि त्वां सर्वतोऽनन्तरूपम्,नान्तं न मध्यं न पुनस्तवादिं पश्यामि विश्वेश्वर  विश्वरूप,अर्जुन उवाच,11,16,anekabAhUdaravaktranetraM pashyAmi tvAM sarvato.anantarUpam,nAntaM na madhyaM na punastavAdiM pashyAmi vishveshvara  vishvarUpa,anekabAhUdaravaktranetraM paSyAmi tvAM sarvato'nantarUpam,nAntaM na maDyaM na punastavAdiM paSyAmi viSveSvara  viSvarUpa
 ११,१७,किरीटिनं गदिनं चक्रिणं च तेजोराशिं सर्वतो दीप्तिमन्तम्,पश्यामि त्वां दुर्निरीक्ष्यं समन्ताद् दीप्तानलार्कद्युतिमप्रमेयम्,अर्जुन उवाच,11,17,kirITinaM gadinaM chakriNaM cha tejorAshiM sarvato dIptimantam,pashyAmi tvAM durnirIkShyaM samantAd dIptAnalArkadyutimaprameyam,kirIwinaM gadinaM cakriRaM ca tejorASiM sarvato dIptimantam,paSyAmi tvAM durnirIkzyaM samantAd dIptAnalArkadyutimaprameyam
 ११,१८,त्वमक्षरं परमं वेदितव्यं त्वमस्य विश्वस्य परं निधानम्,त्वमव्ययः शाश्वतधर्मगोप्ता सनातनस्त्वं पुरुषो मतो मे,अर्जुन उवाच,11,18,tvamakSharaM paramaM veditavyaM tvamasya vishvasya paraM nidhAnam,tvamavyayaH shAshvatadharmagoptA sanAtanastvaM puruSho mato me,tvamakzaraM paramaM veditavyaM tvamasya viSvasya paraM niDAnam,tvamavyayaH SASvataDarmagoptA sanAtanastvaM puruzo mato me
 ११,१९,अनादिमध्यान्तमनन्तवीर्यमनन्तबाहुं शशिसूर्यनेत्रम्,पश्यामि त्वां दीप्तहुताशवक्त्रं स्वतेजसा विश्वमिदं तपन्तम्,अर्जुन उवाच,11,19,anAdimadhyAntamanantavIryamanantabAhuM shashisUryanetram,pashyAmi tvAM dIptahutAshavaktraM svatejasA vishvamidaM tapantam,anAdimaDyAntamanantavIryamanantabAhuM SaSisUryanetram,paSyAmi tvAM dIptahutASavaktraM svatejasA viSvamidaM tapantam
 ११,२०,द्यावापृथिव्योरिदमन्तरं हि व्याप्तं त्वयैकेन दिशश्च सर्वाः,दृष्ट्वाद्भुतं रूपमुग्रं तवेदं लोकत्रयं प्रव्यथितं महात्मन्,अर्जुन उवाच,11,20,dyAvApRRithivyoridamantaraM hi vyAptaM tvayaikena dishashcha sarvAH,dRRiShTvAdbhutaM rUpamugraM tavedaM lokatrayaM pravyathitaM mahAtman,dyAvApfTivyoridamantaraM hi vyAptaM tvayEkena diSaSca sarvAH,dfzwvAdButaM rUpamugraM tavedaM lokatrayaM pravyaTitaM mahAtman
 ११,२१,अमी हि त्वां सुरसङ्घा विशन्ति केचिद्भीताः प्राञ्जलयो गृणन्ति,स्वस्तीत्युक्त्वा महर्षिसिद्धसङ्घाः स्तुवन्ति त्वां स्तुतिभिः पुष्कलाभिः,अर्जुन उवाच,11,21,amI hi tvAM surasa~NghA vishanti kechidbhItAH prA~njalayo gRRiNanti,svastItyuktvA maharShisiddhasa~NghAH stuvanti tvAM stutibhiH puShkalAbhiH,amI hi tvAM surasaNGA viSanti kecidBItAH prAYjalayo gfRanti,svastItyuktvA maharzisidDasaNGAH stuvanti tvAM stutiBiH puzkalABiH
 ११,२२,रुद्रादित्या वसवो ये च साध्या विश्वेऽश्विनौ मरुतश्चोष्मपाश्च,गन्धर्वयक्षासुरसिद्धसङ्घा वीक्षन्ते त्वां विस्मिताश्चैव सर्वे,अर्जुन उवाच,11,22,rudrAdityA vasavo ye cha sAdhyA vishve.ashvinau marutashchoShmapAshcha,gandharvayakShAsurasiddhasa~NghA vIkShante tvAM vismitAshchaiva sarve,rudrAdityA vasavo ye ca sADyA viSve'SvinO marutaScozmapASca,ganDarvayakzAsurasidDasaNGA vIkzante tvAM vismitAScEva sarve
 ११,२३,रूपं महत्ते बहुवक्त्रनेत्रं महाबाहो बहुबाहूरुपादम्,बहूदरं बहुदंष्ट्राकरालं दृष्ट्वा लोकाः प्रव्यथितास्तथाहम्,अर्जुन उवाच,11,23,rUpaM mahatte bahuvaktranetraM mahAbAho bahubAhUrupAdam,bahUdaraM bahudaMShTrAkarAlaM dRRiShTvA lokAH pravyathitAstathAham,rUpaM mahatte bahuvaktranetraM mahAbAho bahubAhUrupAdam,bahUdaraM bahudaMzwrAkarAlaM dfzwvA lokAH pravyaTitAstaTAham
